# er3_none; D values:,0.0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11
9.505500000000459693e+01,9.346500000000378350e+01,8.713000000000053547e+01,8.331499999999859085e+01,9.040000000000222258e+01,8.869500000000134321e+01,9.683000000000549790e+01,9.231000000000318551e+01,1.032049999999999557e+02,9.597500000000506759e+01,9.764000000000592649e+01,9.454000000000434056e+01,9.084500000000244313e+01,9.780000000000600835e+01,9.931500000000677630e+01,9.473500000000443322e+01,8.924500000000162458e+01,8.759000000000077080e+01,8.792000000000095383e+01,9.050000000000227374e+01,8.934000000000168029e+01,9.262500000000335376e+01,1.004950000000000045e+02,8.953500000000177295e+01,9.629500000000523130e+01,8.508999999999949182e+01,9.846000000000634600e+01,9.469000000000440309e+01,9.559500000000487319e+01,9.601000000000507839e+01,9.145500000000275520e+01,8.774500000000085720e+01,8.785000000000090381e+01,8.897500000000148646e+01,9.414000000000413593e+01,8.751000000000072987e+01,8.614500000000003865e+01,9.606000000000511818e+01,8.919000000000158934e+01,8.896500000000148134e+01,9.366000000000389036e+01,9.484000000000449404e+01,9.464500000000438718e+01,9.918000000000671434e+01,1.028849999999999625e+02,9.378000000000395175e+01,1.015949999999999847e+02,9.226000000000317414e+01,8.934500000000167574e+01,9.639000000000527280e+01,9.859000000000639830e+01,8.363499999999875456e+01,9.755000000000586624e+01,9.289000000000348223e+01,1.028849999999999625e+02,8.900500000000150180e+01,8.336499999999861643e+01,9.184500000000295472e+01,9.560000000000488285e+01,9.675000000000545697e+01,9.235500000000321563e+01,9.738000000000579348e+01,9.235000000000320597e+01,8.991000000000195769e+01,9.313500000000361467e+01,9.971500000000698094e+01,9.896500000000659725e+01,9.067000000000234650e+01,8.572499999999982379e+01,9.001000000000200885e+01,8.539499999999965496e+01,9.780500000000600380e+01,8.737500000000066791e+01,9.078500000000241243e+01,1.022499999999999716e+02,9.401000000000405521e+01,9.532000000000473960e+01,8.390999999999888814e+01,9.096000000000250907e+01,1.008400000000000034e+02,1.016599999999999824e+02,1.018099999999999881e+02,9.460500000000436671e+01,9.917000000000669502e+01,9.775000000000596856e+01,8.564499999999978286e+01,9.530000000000472937e+01,9.871000000000645969e+01,9.293500000000351235e+01,8.901000000000149726e+01,9.769000000000593786e+01,9.674000000000546606e+01,8.996000000000199748e+01,9.170500000000288310e+01,8.884000000000142450e+01,8.664000000000029900e+01,8.855000000000126192e+01,9.158000000000282625e+01,9.327500000000368630e+01,8.846000000000123009e+01
4.257000000000332562e+01,4.398500000000404953e+01,4.144500000000275008e+01,4.304500000000356863e+01,4.075500000000239709e+01,4.102000000000253266e+01,4.354000000000382187e+01,4.185500000000295984e+01,4.406500000000409045e+01,4.342000000000376048e+01,4.225000000000316192e+01,4.455500000000434113e+01,4.219000000000313122e+01,4.294500000000351747e+01,4.292000000000350468e+01,4.305500000000357375e+01,4.370500000000390628e+01,4.197500000000302123e+01,4.109000000000256847e+01,4.374000000000392419e+01,4.013500000000207990e+01,4.251000000000329493e+01,4.181000000000293682e+01,4.306000000000357630e+01,4.158500000000282171e+01,4.069000000000236383e+01,4.079500000000241755e+01,4.434500000000423370e+01,4.171000000000288566e+01,4.013500000000207990e+01,4.340500000000375280e+01,4.205500000000306215e+01,4.259000000000333586e+01,4.017500000000210036e+01,4.160500000000283194e+01,4.315000000000362235e+01,4.107000000000255824e+01,4.303000000000356096e+01,4.200000000000303402e+01,4.376500000000393698e+01,4.244500000000326168e+01,4.131000000000268102e+01,3.962000000000181643e+01,4.109000000000256847e+01,4.036000000000219501e+01,4.373500000000392163e+01,4.290000000000349445e+01,4.421500000000416719e+01,4.086000000000245080e+01,4.252500000000330260e+01,4.456000000000434369e+01,4.262000000000335120e+01,4.197000000000301867e+01,4.358500000000384489e+01,4.287500000000348166e+01,4.230000000000318749e+01,4.182000000000294193e+01,4.313000000000361212e+01,4.175500000000290868e+01,4.274000000000341259e+01,4.429000000000420556e+01,4.252500000000330260e+01,4.064500000000234081e+01,4.347000000000378606e+01,4.043000000000223082e+01,4.245000000000326423e+01,4.289500000000349189e+01,4.475000000000444089e+01,4.307500000000358398e+01,4.154000000000279869e+01,4.171500000000288821e+01,4.169500000000287798e+01,4.269500000000338957e+01,4.155000000000280380e+01,4.296500000000352770e+01,4.135500000000270404e+01,4.184500000000295472e+01,4.080000000000242011e+01,4.252000000000330004e+01,4.295500000000352259e+01,4.546500000000480668e+01,4.143000000000274241e+01,4.337500000000373745e+01,4.124000000000264521e+01,4.303000000000356096e+01,4.269500000000338957e+01,4.080000000000242011e+01,4.076500000000240220e+01,4.374500000000392674e+01,4.527000000000470692e+01,4.025500000000214129e+01,4.404000000000407766e+01,4.132500000000268869e+01,4.375000000000392930e+01,4.059000000000231267e+01,4.276000000000342283e+01,4.199500000000303146e+01,4.294500000000351747e+01,4.159000000000282427e+01,4.316000000000362746e+01
4.021500000000212083e+01,3.984000000000192898e+01,3.985000000000193410e+01,3.919000000000159645e+01,3.936000000000168342e+01,3.914500000000157343e+01,4.037000000000220012e+01,3.873000000000136112e+01,4.118500000000261707e+01,4.061000000000232291e+01,3.930500000000165528e+01,4.104000000000254289e+01,3.975000000000188294e+01,4.019500000000211060e+01,4.026500000000214641e+01,3.946000000000173458e+01,4.137500000000271427e+01,4.022000000000212339e+01,3.980000000000190852e+01,4.046000000000224617e+01,3.756500000000076511e+01,3.937000000000168853e+01,3.973000000000187271e+01,4.068000000000235872e+01,3.824000000000111044e+01,3.712500000000054001e+01,3.855500000000127159e+01,4.078500000000241243e+01,3.854500000000126647e+01,3.743500000000069861e+01,3.947000000000173969e+01,3.924000000000162203e+01,3.995500000000198781e+01,3.784000000000090580e+01,3.813500000000105672e+01,3.940000000000170388e+01,3.792000000000094673e+01,3.943500000000172179e+01,3.843500000000121020e+01,3.960000000000180620e+01,3.903500000000151715e+01,3.962500000000181899e+01,3.660000000000027143e+01,3.884500000000141995e+01,3.709500000000052466e+01,4.109500000000257103e+01,4.007500000000204921e+01,4.112000000000258382e+01,3.800500000000099021e+01,4.151500000000278590e+01,4.117500000000261196e+01,3.967500000000184457e+01,3.718000000000056815e+01,4.017000000000209781e+01,4.066000000000234849e+01,3.894500000000147111e+01,3.949500000000175248e+01,4.147500000000276543e+01,3.940000000000170388e+01,3.958000000000179597e+01,4.219500000000313378e+01,3.955500000000178318e+01,3.829000000000113602e+01,4.077000000000240476e+01,3.773500000000085208e+01,4.052000000000227686e+01,4.008500000000205432e+01,4.178000000000292147e+01,3.995500000000198781e+01,3.886500000000143018e+01,3.930000000000165272e+01,3.988500000000195200e+01,3.852500000000125624e+01,3.841000000000119741e+01,3.951500000000176271e+01,3.846500000000122554e+01,3.872500000000135856e+01,3.869000000000134065e+01,3.936000000000168342e+01,4.077000000000240476e+01,4.175000000000290612e+01,3.883000000000141227e+01,3.992000000000196991e+01,3.814500000000106184e+01,4.046000000000224617e+01,3.969000000000185224e+01,3.891000000000145320e+01,3.919000000000159645e+01,4.110000000000257359e+01,4.251500000000329749e+01,3.801500000000099533e+01,4.045000000000224105e+01,3.883500000000141483e+01,4.132000000000268614e+01,3.785000000000091092e+01,3.869500000000134321e+01,3.844000000000121275e+01,4.116000000000260428e+01,3.897000000000148390e+01,3.882000000000140716e+01
4.223000000000315168e+01,4.211500000000309285e+01,4.160000000000282938e+01,3.963000000000182155e+01,4.021000000000211827e+01,4.079500000000241755e+01,4.082500000000243290e+01,3.995500000000198781e+01,4.325000000000367351e+01,4.125000000000265032e+01,4.086000000000245080e+01,4.162000000000283961e+01,4.122000000000263498e+01,4.196000000000301355e+01,4.136000000000270660e+01,4.132000000000268614e+01,4.407500000000409557e+01,4.102000000000253266e+01,4.089000000000246615e+01,4.200000000000303402e+01,3.826000000000112067e+01,4.106000000000255312e+01,4.069000000000236383e+01,4.241000000000324377e+01,3.950500000000175760e+01,3.738000000000067047e+01,3.923000000000161691e+01,4.167000000000286519e+01,3.921000000000160668e+01,3.808500000000103114e+01,4.026500000000214641e+01,4.042000000000222570e+01,4.168000000000287031e+01,3.881500000000140460e+01,3.844500000000121531e+01,4.073000000000238430e+01,3.844000000000121275e+01,4.023000000000212850e+01,3.948500000000174737e+01,4.000000000000201084e+01,4.022500000000212594e+01,4.163000000000284473e+01,3.786000000000091603e+01,4.006500000000204409e+01,3.885000000000142251e+01,4.224500000000315936e+01,4.194000000000300332e+01,4.277000000000342794e+01,3.957000000000179085e+01,4.299000000000354049e+01,4.178000000000292147e+01,4.151000000000278334e+01,3.790500000000093905e+01,4.151500000000278590e+01,4.163500000000284729e+01,3.984000000000192898e+01,4.134000000000269637e+01,4.259000000000333586e+01,4.189500000000298030e+01,4.056500000000229988e+01,4.468000000000440508e+01,4.045500000000224361e+01,4.092500000000248406e+01,4.257000000000332562e+01,3.903500000000151715e+01,4.210500000000308773e+01,4.168500000000287287e+01,4.387000000000399069e+01,4.122000000000263498e+01,4.025000000000213873e+01,4.154000000000279869e+01,4.286000000000347399e+01,3.910500000000155296e+01,4.021500000000212083e+01,4.145000000000275264e+01,4.014000000000208246e+01,4.011500000000206967e+01,4.023500000000213106e+01,3.985000000000193410e+01,4.152500000000279101e+01,4.280000000000344329e+01,3.992000000000196991e+01,4.139000000000272195e+01,3.851500000000125112e+01,4.292000000000350468e+01,4.071500000000237662e+01,3.996500000000199293e+01,4.124000000000264521e+01,4.216000000000311587e+01,4.265000000000336655e+01,3.879500000000139437e+01,4.131000000000268102e+01,4.017000000000209781e+01,4.318000000000363769e+01,3.877000000000138158e+01,4.095500000000249941e+01,3.901000000000150436e+01,4.324000000000366839e+01,4.009500000000205944e+01,3.875500000000137391e+01
4.607000000000511619e+01,4.740500000000579917e+01,4.509500000000461739e+01,4.289500000000349189e+01,4.231500000000319517e+01,4.421000000000416463e+01,4.255000000000331539e+01,4.281500000000345096e+01,4.614500000000515456e+01,4.465500000000439229e+01,4.408000000000409813e+01,4.362000000000386279e+01,4.355000000000382698e+01,4.437500000000424905e+01,4.375500000000393186e+01,4.405000000000408278e+01,4.925000000000674305e+01,4.321000000000365304e+01,4.330500000000370164e+01,4.555000000000485016e+01,4.044500000000223849e+01,4.433500000000422858e+01,4.311500000000360444e+01,4.545500000000480156e+01,4.275500000000342027e+01,3.836500000000117439e+01,4.060000000000231779e+01,4.542500000000478622e+01,4.167000000000286519e+01,4.004000000000203130e+01,4.362500000000386535e+01,4.199000000000302890e+01,4.536500000000475552e+01,4.136000000000270660e+01,4.061000000000232291e+01,4.327000000000368374e+01,4.107500000000256080e+01,4.218500000000312866e+01,4.141000000000273218e+01,4.207500000000307239e+01,4.266000000000337167e+01,4.484000000000448694e+01,4.033000000000217966e+01,4.231000000000319261e+01,4.251000000000329493e+01,4.526500000000470436e+01,4.588000000000501899e+01,4.485000000000449205e+01,4.212500000000309797e+01,4.736500000000577870e+01,4.470500000000441787e+01,4.400500000000405976e+01,3.929500000000165016e+01,4.597500000000506759e+01,4.533000000000473761e+01,4.233000000000320284e+01,4.396000000000403674e+01,4.504000000000458925e+01,4.528500000000471459e+01,4.318000000000363769e+01,4.835000000000628262e+01,4.162500000000284217e+01,4.385000000000398046e+01,4.608500000000512387e+01,4.129000000000267079e+01,4.539000000000476831e+01,4.504500000000459181e+01,4.718000000000568406e+01,4.426500000000419277e+01,4.243000000000325400e+01,4.467000000000439996e+01,4.660500000000538989e+01,4.074000000000238941e+01,4.288500000000348678e+01,4.460500000000436671e+01,4.365000000000387814e+01,4.184000000000295216e+01,4.368500000000389605e+01,4.162500000000284217e+01,4.423000000000417486e+01,4.574000000000494737e+01,4.220500000000313889e+01,4.534000000000474273e+01,4.069000000000236383e+01,4.618000000000517247e+01,4.341500000000375792e+01,4.169500000000287798e+01,4.512000000000463018e+01,4.506500000000460204e+01,4.677500000000547686e+01,4.061000000000232291e+01,4.387000000000399069e+01,4.345500000000377838e+01,4.652000000000534641e+01,4.118000000000261451e+01,4.524500000000469413e+01,4.131000000000268102e+01,4.639500000000528246e+01,4.322500000000366072e+01,4.081000000000242522e+01
4.973500000000699117e+01,5.222999999999997556e+01,4.702000000000560220e+01,4.522000000000468134e+01,4.848500000000635168e+01,4.553500000000484249e+01,4.604000000000510084e+01,4.947000000000685560e+01,4.966500000000695536e+01,4.830000000000625704e+01,4.561000000000488086e+01,4.628500000000522618e+01,4.886000000000654353e+01,4.608500000000512387e+01,4.782000000000601148e+01,5.477999999999992298e+01,4.599000000000507526e+01,4.955000000000689653e+01,4.348500000000379373e+01,4.781500000000600892e+01,4.752000000000585800e+01,5.028000000000000114e+01,4.033000000000217966e+01,4.249000000000328470e+01,5.057000000000000028e+01,4.277000000000342794e+01,4.754000000000586823e+01,4.447500000000430020e+01,5.123499999999999233e+01,4.326000000000367862e+01,4.763000000000591427e+01,4.508500000000461228e+01,4.397500000000404441e+01,4.435000000000423626e+01,4.571500000000493458e+01,4.704000000000561243e+01,4.946500000000685304e+01,4.365500000000388070e+01,4.620500000000518526e+01,4.767500000000593730e+01,4.852000000000636959e+01,5.021000000000000085e+01,4.508500000000461228e+01,5.164499999999998892e+01,4.799500000000610100e+01,4.171500000000288821e+01,4.981500000000703210e+01,4.891500000000657167e+01,4.527500000000470948e+01,4.875000000000648726e+01,4.853500000000637726e+01,4.980500000000702698e+01,4.634000000000525432e+01,5.285499999999996135e+01,4.725000000000571987e+01,4.923000000000673282e+01,4.406000000000408789e+01,4.983000000000703977e+01,4.939000000000681467e+01,5.125499999999999545e+01,4.625000000000520828e+01,4.802500000000611635e+01,5.056000000000000227e+01,4.705500000000562011e+01,4.919500000000671491e+01,4.788500000000604473e+01,4.536500000000475552e+01,4.764500000000592195e+01,4.408000000000409813e+01,4.699500000000558941e+01,5.032000000000000028e+01,5.006499999999999773e+01,4.992500000000708837e+01,4.719000000000568917e+01,4.385500000000398302e+01,4.904500000000663817e+01,4.804500000000612658e+01,5.177999999999998693e+01,4.798500000000609589e+01,4.938500000000681212e+01,4.985000000000705001e+01,4.399000000000405208e+01,4.979000000000701931e+01,4.418000000000414929e+01,5.112999999999999545e+01,4.392000000000401627e+01,4.437500000000424905e+01,4.631000000000523897e+01,5.079999999999999716e+01,4.427000000000419533e+01,4.827000000000624169e+01,4.926500000000675072e+01,4.895000000000658957e+01,4.986500000000705768e+01,4.888500000000655632e+01,4.811500000000616240e+01,4.486000000000449717e+01,4.843000000000632355e+01,4.439500000000425928e+01,4.393000000000402139e+01
5.409999999999993747e+01,5.408499999999993690e+01,4.881000000000651795e+01,5.253499999999996817e+01,5.023499999999999943e+01,5.480499999999992156e+01,4.916500000000669957e+01,4.932000000000677886e+01,5.455499999999992156e+01,5.339999999999994884e+01,5.108999999999999631e+01,5.360499999999994714e+01,5.328999999999994941e+01,5.376999999999993918e+01,4.326500000000368118e+01,4.534500000000474529e+01,5.607499999999988916e+01,4.586500000000501132e+01,5.340499999999995140e+01,5.906500000000001904e+01,4.650000000000533618e+01,5.424999999999992895e+01,4.712000000000565336e+01,4.698000000000558174e+01,4.943000000000683514e+01,5.135999999999999233e+01,4.826000000000623658e+01,5.197499999999998010e+01,5.189499999999998181e+01,5.361999999999994770e+01,5.750999999999986301e+01,5.269499999999996476e+01,5.457999999999992724e+01,4.909000000000666120e+01,5.334999999999995168e+01,5.602999999999989456e+01,5.821999999999988518e+01,5.080499999999999972e+01,4.820000000000620588e+01,5.647999999999988319e+01,5.768999999999985562e+01,5.086500000000000199e+01,5.603499999999989711e+01,5.106499999999999773e+01,5.187499999999997868e+01,5.203499999999998238e+01,5.112500000000000000e+01,5.128499999999999659e+01,4.771000000000595520e+01,5.443499999999993122e+01,4.735500000000577359e+01,5.287499999999995737e+01,5.978500000000013159e+01,5.316999999999995197e+01,5.391999999999993776e+01,5.569999999999990337e+01,5.785499999999985477e+01,4.888500000000655632e+01,4.822000000000621611e+01,5.114999999999999858e+01,5.467499999999992610e+01,5.405999999999993832e+01,5.456999999999992212e+01,5.577499999999989910e+01,4.852500000000637215e+01,5.362999999999994571e+01,4.849000000000635424e+01,4.719500000000569173e+01,5.492999999999991445e+01,5.829999999999989768e+01,5.248499999999997101e+01,6.051000000000024670e+01,4.989000000000707047e+01,5.193999999999998352e+01,5.479499999999991644e+01,5.391999999999993776e+01,5.042499999999999716e+01,5.142499999999999005e+01,6.404000000000078785e+01,5.052499999999999858e+01,5.139499999999998892e+01,5.030499999999999972e+01,5.275499999999996703e+01,4.834000000000627750e+01,4.735500000000577359e+01,5.740499999999986613e+01,4.820500000000620844e+01,5.061999999999999744e+01,5.116499999999999915e+01,5.219999999999997442e+01,5.057500000000000284e+01,5.206999999999997897e+01,5.143499999999998806e+01,5.107000000000000028e+01,4.740500000000579917e+01,5.356999999999994344e+01,4.880000000000651283e+01,5.193499999999998096e+01,5.942500000000007532e+01,4.697500000000557918e+01
5.863999999999995083e+01,6.089000000000029900e+01,5.222499999999997300e+01,5.259499999999997044e+01,5.851499999999992951e+01,6.230000000000052296e+01,5.178499999999998238e+01,5.134499999999999176e+01,6.574500000000105615e+01,5.322999999999995424e+01,5.385999999999994259e+01,5.964500000000010971e+01,5.393999999999994088e+01,4.951500000000687862e+01,6.377000000000074920e+01,4.854500000000638238e+01,6.079000000000029047e+01,6.591500000000108628e+01,5.067499999999999716e+01,5.869999999999996021e+01,5.052000000000000313e+01,5.469499999999992212e+01,5.337499999999995026e+01,5.769999999999986073e+01,6.197500000000047038e+01,5.188999999999997925e+01,5.815499999999987324e+01,5.137999999999999545e+01,5.587499999999990052e+01,5.793999999999985562e+01,6.399000000000079069e+01,6.603500000000109083e+01,5.541499999999990678e+01,5.273999999999996646e+01,5.712499999999987210e+01,6.263000000000057810e+01,5.446499999999992525e+01,5.165999999999998948e+01,5.940500000000007219e+01,5.920500000000004093e+01,5.107999999999999829e+01,5.968000000000011340e+01,5.974000000000012278e+01,5.898000000000000398e+01,5.256999999999996476e+01,5.737999999999986755e+01,5.675499999999988177e+01,6.071500000000027342e+01,5.121499999999999631e+01,5.208999999999997499e+01,5.619999999999988916e+01,5.300499999999995993e+01,5.863499999999994827e+01,5.411499999999993804e+01,6.134000000000037289e+01,6.303500000000063608e+01,5.589999999999989910e+01,5.950000000000008527e+01,5.344999999999994600e+01,5.935500000000006082e+01,6.353000000000071168e+01,5.871499999999996078e+01,6.772500000000076170e+01,5.505499999999991445e+01,5.483999999999991815e+01,5.953500000000008896e+01,5.985500000000013898e+01,6.415500000000081116e+01,5.935500000000006082e+01,5.610999999999989285e+01,5.878499999999997527e+01,4.983000000000703977e+01,5.489999999999992042e+01,5.642999999999988603e+01,5.028000000000000114e+01,6.223500000000051102e+01,5.218499999999997385e+01,5.935000000000006537e+01,6.949500000000040245e+01,5.751999999999986102e+01,5.485999999999992127e+01,5.223499999999997101e+01,5.531999999999990791e+01,5.684499999999987807e+01,6.028000000000020719e+01,5.181499999999998352e+01,6.126000000000036039e+01,6.245000000000054285e+01,5.875999999999996959e+01,6.066500000000026915e+01,6.149000000000039279e+01,5.502499999999991331e+01,5.789499999999985391e+01,5.613499999999989143e+01,5.387499999999994316e+01,6.118000000000034788e+01,5.909500000000002018e+01,5.880999999999997385e+01,5.539499999999991076e+01,5.744499999999986528e+01
6.252500000000055991e+01,7.106000000000008754e+01,5.563999999999990109e+01,5.676999999999987523e+01,6.479000000000091575e+01,7.009500000000028308e+01,5.542999999999990735e+01,5.620499999999989171e+01,7.338999999999963109e+01,5.915500000000002956e+01,6.100500000000032230e+01,6.690000000000091518e+01,5.936500000000006594e+01,5.450499999999992440e+01,5.962500000000010658e+01,6.780500000000074579e+01,7.192499999999992610e+01,5.520999999999990848e+01,6.622000000000105047e+01,5.512999999999991019e+01,5.811499999999986699e+01,5.919500000000003581e+01,6.261500000000057042e+01,6.743500000000081229e+01,5.543999999999990536e+01,6.349000000000070543e+01,6.005500000000017025e+01,6.153000000000039904e+01,6.362500000000073186e+01,7.105500000000009209e+01,7.282499999999974705e+01,5.972000000000011966e+01,5.791999999999985249e+01,6.389500000000077051e+01,7.170499999999996987e+01,5.934000000000006025e+01,5.621499999999988972e+01,6.366000000000073555e+01,6.534000000000099817e+01,5.586499999999989541e+01,6.465000000000088676e+01,6.511000000000096577e+01,6.458000000000087937e+01,5.867999999999995708e+01,6.452500000000087255e+01,6.402000000000079183e+01,6.495000000000094076e+01,5.522999999999991161e+01,5.727499999999986358e+01,6.112500000000034106e+01,6.012500000000018474e+01,6.272000000000058861e+01,6.082500000000029416e+01,6.757000000000078899e+01,7.054500000000020066e+01,6.465000000000088676e+01,6.574500000000105615e+01,5.940500000000007219e+01,6.410000000000080433e+01,6.902000000000049340e+01,6.434000000000084185e+01,7.404999999999949978e+01,6.133500000000037033e+01,5.989000000000014268e+01,6.703000000000089642e+01,6.533500000000100272e+01,7.168999999999996930e+01,6.516000000000096293e+01,6.097500000000031406e+01,6.311000000000065313e+01,5.423499999999992838e+01,5.653499999999988290e+01,5.653499999999988290e+01,5.417999999999993577e+01,5.916000000000003212e+01,6.351000000000071566e+01,6.478500000000090608e+01,6.366000000000073555e+01,6.012000000000018218e+01,6.353000000000071168e+01,5.825999999999989143e+01,6.323000000000067189e+01,6.050000000000024158e+01,6.731000000000084071e+01,6.663000000000097600e+01,7.530499999999925365e+01,6.220500000000050989e+01,5.920000000000003837e+01,5.509999999999991616e+01,6.497500000000094644e+01,5.588499999999989853e+01,6.916500000000047521e+01,6.573000000000105558e+01,5.844499999999992212e+01,5.857999999999994145e+01,6.543000000000101579e+01,5.768999999999985562e+01,5.905000000000001137e+01,6.754000000000078785e+01,6.349000000000070543e+01
6.779000000000074522e+01,7.807499999999869544e+01,5.981000000000013017e+01,6.149500000000039535e+01,7.349499999999960664e+01,7.666999999999897852e+01,6.064000000000026347e+01,6.432000000000084583e+01,8.116499999999808779e+01,6.817500000000066507e+01,7.244999999999981810e+01,7.659999999999899956e+01,6.428500000000083503e+01,6.132500000000037232e+01,6.424000000000083332e+01,7.546499999999922181e+01,7.756999999999879947e+01,6.222500000000051301e+01,7.492499999999932925e+01,6.286000000000061050e+01,6.236000000000053234e+01,6.499000000000094701e+01,6.808500000000069008e+01,7.519499999999926843e+01,6.066000000000026660e+01,6.930000000000043769e+01,7.120500000000006935e+01,6.930500000000044736e+01,7.203999999999990678e+01,7.818499999999868066e+01,7.913499999999848455e+01,6.421000000000081798e+01,6.312000000000065114e+01,7.161999999999997613e+01,8.017999999999827310e+01,6.458000000000087937e+01,6.094000000000031037e+01,6.973000000000035925e+01,7.228499999999985448e+01,6.363500000000072987e+01,7.128500000000005343e+01,7.088000000000013756e+01,7.068500000000017280e+01,6.519500000000097373e+01,7.498499999999931731e+01,7.349999999999960210e+01,7.000000000000031264e+01,5.953000000000008640e+01,6.318000000000066052e+01,6.547500000000101750e+01,6.801000000000070145e+01,7.024000000000026489e+01,6.732000000000084583e+01,7.461999999999937927e+01,8.314999999999849933e+01,7.372499999999956799e+01,7.208999999999988972e+01,6.604500000000109594e+01,6.951500000000039847e+01,7.513499999999928036e+01,6.811500000000067701e+01,8.093499999999812644e+01,7.131000000000004491e+01,6.696000000000091745e+01,7.363499999999957879e+01,7.118000000000006366e+01,8.768000000000083105e+01,7.213999999999987267e+01,6.555500000000103000e+01,6.830000000000063665e+01,6.035000000000022169e+01,6.111000000000034049e+01,6.100000000000031974e+01,5.918000000000003524e+01,6.408500000000080377e+01,6.837000000000062983e+01,7.197499999999990905e+01,7.047500000000020748e+01,6.808000000000069463e+01,6.918000000000046157e+01,6.741000000000082082e+01,6.985500000000033083e+01,6.848000000000061505e+01,7.859499999999859199e+01,7.624499999999906663e+01,8.322999999999854026e+01,7.017500000000026716e+01,6.697000000000090836e+01,6.076500000000028479e+01,7.232499999999984652e+01,6.134000000000037289e+01,8.079499999999815429e+01,7.341499999999962256e+01,6.475500000000090495e+01,6.335500000000068610e+01,7.425499999999945544e+01,6.336500000000069122e+01,6.540000000000100044e+01,7.684999999999894271e+01,7.145500000000001251e+01
